id,region,name,res1,res2,res3,res4,res5,res6
227,new_orleans,VERANDA,371,230,299,659,23,438
228,new_orleans,BISTRO AT MAISON DE VILLE,400,187,463,246,610,627
229,new_orleans,Jack Dempsey's,407,643,517,444,99,496
230,new_orleans,OLD CALCUTTA,373,585,374,360,136,454
231,new_orleans,Peristyle,238,340,577,557,675,585
232,new_orleans,FIVE HAPPINESS,293,369,491,343,359,286
233,new_orleans,STREETCAR SANDWICHES,398,541,106,216,369,75
234,new_orleans,Mama Rosa's,380,334,398,493,573,134
235,new_orleans,CAFE BAQUET,374,180,93,340,360,490
236,new_orleans,LIUZZA'S,380,106,359,482,398,333
237,new_orleans,PALMER'S,639,236,454,180,490,628
238,new_orleans,SID-MAR'S,288,44,652,354,78,310
239,new_orleans,DRAGON'S GARDEN,288,652,78,122,491,286
240,new_orleans,Annadele Plantation (CLOSED),501,320,206,486,152,669
241,new_orleans,STEPHEN & MARTIN,41,206,534,96,174,652
242,new_orleans,MASSON'S,239,70,87,58,206,305
243,new_orleans,TUJAGUE'S,608,206,408,308,87,41
244,new_orleans,MAXIMO'S,371,1,289,644,586,402
245,new_orleans,QUARTER SCENE,438,489,75,573,497,496
246,new_orleans,CAFE ROMA,585,409,639,454,271,20
247,new_orleans,Peking,284,369,482,652,498,288
248,new_orleans,TU-DOC,373,625,639,372,81,111
249,new_orleans,FELIX'S OYSTER BAR,275,493,491,106,398,247
250,new_orleans,PEARL OYSTER BAR,380,179,369,508,106,318
251,new_orleans,MAIS OUI,318,333,131,590,133,179
252,new_orleans,EL LIBORIO,380,106,369,261,398,359
253,new_orleans,Deanie's on Haynes,0,106,59,520,510,435
254,new_orleans,MANDINA'S,652,78,204,336,288,77
255,new_orleans,FEELINGS CAFE,299,501,612,52,198,635
256,new_orleans,LUTHER'S BBQ,369,106,334,216,541,221
257,new_orleans,ALBERTO'S,420,88,284,498,98,115
258,new_orleans,Eat No Evil (CLOSED),508,288,541,519,106,67
259,new_orleans,TAJ MAHAL,154,124,675,352,389,374
260,new_orleans,PASTORE'S,453,545,548,239,612,450
261,new_orleans,BUD'S BROILER,541,106,380,398,483,216
262,new_orleans,SUPER POPEYES,541,67,464,288,452,118
263,new_orleans,SNUG HARBOR,334,493,562,398,75,68
264,new_orleans,SOUTH CARROLLTON DELI,97,493,275,65,351,67
265,new_orleans,HANA JAPANESE RESTAURANT,322,327,589,273,453,119
266,new_orleans,CAFE DU MONDE,133,343,293,78,496,517
267,new_orleans,MONROE'S,288,369,296,333,545,320
268,new_orleans,Cafe Volage,294,612,379,52,603,661
269,new_orleans,TOOTS,675,490,124,526,515,136
270,new_orleans,CHINA ROSE GARDEN,99,241,616,86,496,635
271,new_orleans,DELMONICO'S,206,545,293,408,239,146
272,new_orleans,Chez Daniel,585,639,158,606,536,271
273,new_orleans,Cafe Sbisa (CLOSED),293,527,621,422,41,302
274,new_orleans,K-PAUL'S LOUISIANA KITCHEN,496,380,508,106,0,275
275,new_orleans,SWEET BASIL,95,334,351,102,78,489
276,new_orleans,VERSAILLES,246,627,576,63,659,283
277,new_orleans,YE OLDE COLLEGE INN,333,134,106,482,642,133
278,new_orleans,GARCE'S,0,185,380,398,319,435
279,new_orleans,Bouligny (CLOSED),501,41,486,198,21,371
280,new_orleans,WINDJAMMER,553,38,635,70,349,265
281,new_orleans,Bean Pot (CLOSED),207,508,445,318,365,430
282,new_orleans,VERA CRUZ,288,493,652,78,369,247
283,new_orleans,LA MARQUISE,496,44,78,288,205,517
284,new_orleans,Fausto's Kitchen,675,585,634,136,629,628
285,new_orleans,CHEZ HELENE,134,565,284,642,80,222
286,new_orleans,PLANTATION COFFEE HOUSE,133,44,661,379,616,192
287,new_orleans,FIORELLA'S,639,373,271,81,637,585
288,new_orleans,MAMIE'S,565,642,673,233,134,53
289,new_orleans,CRAZY JOHNNIE'S,675,490,124,526,515,136
290,new_orleans,MIDDENDORF'S,643,444,546,420,612,80
291,new_orleans,CHRISTIAN'S,120,250,116,576,405,627
292,new_orleans,GAUTREAU'S,164,10,595,620,428,226
293,new_orleans,HOFBRAU HOUSE,565,17,288,432,210,652
294,new_orleans,SHOGUN,453,61,322,392,645,58
295,new_orleans,CARIBBEAN ROOM,418,659,620,576,90,225
296,new_orleans,LA GAULOISE,76,460,643,299,612,635
297,new_orleans,Crescent City Steakhouse,444,406,99,588,595,596
298,new_orleans,ROYAL CAFE,293,343,613,262,458,302
299,new_orleans,TORTILLA FLATS,110,207,288,508,369,201
300,new_orleans,Genghis Khan,294,290,337,226,437,368
301,new_orleans,NAPOLEON HOUSE,0,60,133,644,138,201
302,new_orleans,TREY YUEN,429,610,428,244,294,90
303,new_orleans,KABBY'S,206,198,652,1,21,460
304,new_orleans,CAFE PONTCHARTRAIN,78,288,453,369,496,156
305,new_orleans,HANSEN'S SNO-BLIZ,44,369,407,590,482,288
306,new_orleans,MORNING CALL,343,293,229,575,583,312
307,new_orleans,PETUNIA'S,453,273,137,64,61,635
308,new_orleans,ST. CHARLES RESTAURANT,565,233,432,134,642,53
309,new_orleans,PORT OF CALL,5,378,75,573,117,28
310,new_orleans,MULATE'S,415,675,367,74,73,515
311,new_orleans,THE LITTLE GREEK,222,37,565,326,395,220
312,new_orleans,Canton Restaurant,489,234,157,388,252,378
313,new_orleans,BANGKOK,420,588,32,652,88,300
314,new_orleans,RUSSELL'S MARINA GRILL,333,336,496,493,491,288
315,new_orleans,MICHAEL'S MID-CITY GRILL,288,482,78,122,336,652
316,new_orleans,DOOKY CHASE,612,608,407,186,369,60
317,new_orleans,MOTHER'S,541,5,671,219,378,407
318,new_orleans,THE PRALINE CONNECTION,639,409,454,585,373,271
319,new_orleans,PUPUSERIA DIVINO CORAZON,111,303,675,74,561,94
320,new_orleans,WEST END CAFE,565,222,265,642,580,326
321,new_orleans,YOUNG'S,150,596,643,467,183,212
322,new_orleans,LA CUISINE,612,206,337,255,87,70
323,new_orleans,LAFITTE'S LANDING,636,120,244,223,90,370
324,new_orleans,PELICAN CLUB,409,454,639,585,373,60
325,new_orleans,LOUIS XVI,418,659,199,503,90,576
326,new_orleans,La Difference (CLOSED),454,409,585,360,389,536
0,new_york,Natalino,233,125,642,171,170,329
1,new_york,Indian Cafe,55,101,570,338,326,165
2,new_york,Manhattan Plaza Cafe,146,133,507,302,64,198
3,new_york,The Stanhope,199,659,627,283,620,485
4,new_york,Chez Napoleon,644,431,339,422,254,646
5,new_york,Au Mandarin,121,126,379,148,509,635
6,new_york,"Palm Court, The                       ",652,37,219,78,192,501
7,new_york,SUSHISAY,461,653,153,602,161,458
8,new_york,Brasserie,254,646,591,518,574,80
9,new_york,Popover Cafe,652,78,430,438,166,219
10,new_york,107 West,48,479,145,390,56,599
11,new_york,Le Train Bleu,83,43,356,41,130,224
12,new_york,Bridge Cafe,86,616,661,164,465,31
13,new_york,Indian Oven,378,291,208,363,91,234
14,new_york,Solera,620,485,199,116,368,283
15,new_york,Automatic Slim's,323,421,425,48,49,291
16,new_york,Freddie & Pepper Pizza,117,334,398,493,5,523
17,new_york,LUTECE,640,105,307,370,199,627
18,new_york,Nanni Il Valletto,337,309,245,186,364,597
19,new_york,Mezzogiorno,56,259,46,450,369,148
20,new_york,Nicola Paone,535,450,320,103,190,108
21,new_york,El Rincon de Espa$a,62,379,254,37,439,163
22,new_york,Rafaella Ristorante,675,490,124,526,515,136
23,new_york,Fishin Eddie,349,125,653,457,450,451
24,new_york,Lou G. Siegel,304,79,452,445,318,319
25,new_york,Morton's of Chicago,526,372,606,257,271,625
26,new_york,Jezebel,669,104,4,586,569,57
27,new_york,Yellow Rose Cafe,25,671,323,75,194,291
28,new_york,Oceana,485,620,199,283,116,250
29,new_york,Grove Street Cafe,103,163,83,13,525,379
30,new_york,Due,518,134,565,314,573,80
31,new_york,Neary's,17,491,316,344,496,444
32,new_york,El Charro,591,565,134,624,34,80
33,new_york,Manila,163,62,379,441,635,408
34,new_york,Marnie's Noodle Shop,275,435,0,358,129,106
35,new_york,Garden Cafe,147,597,127,175,123,437
36,new_york,Brasserie des Theatres,107,125,458,649,461,349
37,new_york,Bendix Diner,75,318,78,396,110,133
38,new_york,Mad.61,158,492,372,180,369,367
39,new_york,Harriet's Kitchen,671,404,157,28,201,376
40,new_york,Cal's,121,349,293,369,107,527
41,new_york,La Bouillabaisse,536,340,585,675,374,557
42,new_york,Nadine's,441,30,393,137,4,296
43,new_york,Sal Anthony's,349,125,604,458,320,416
44,new_york,San Domenico,90,199,663,307,223,503
45,new_york,LA GRENOUILLE,640,105,426,370,307,564
46,new_york,LE CHANTILLY,659,620,283,246,357,640
47,new_york,Wolf's 6th Avenue Delicatessen,200,462,365,92,531,674
48,new_york,Mo's Caribbean Bar & Grille,409,639,585,454,184,82
49,new_york,Cafe,379,422,653,148,302,461
50,new_york,Orleans,635,407,191,408,87,146
51,new_york,Bellini by Cipriani,556,337,375,612,484,485
52,new_york,Orso,551,337,309,178,229,86
53,new_york,Columbia Cottage,358,664,179,207,318,79
54,new_york,Hulot's,308,608,646,160,653,458
55,new_york,Cucina di Pesce,219,334,573,134,607,65
56,new_york,Ryoyu,243,360,73,74,340,647
57,new_york,Court of Three Sisters,337,575,153,595,434,597
58,new_york,Violeta's Mexican Restaurant,93,449,324,656,675,74
59,new_york,Walker's,219,60,133,546,308,608
60,new_york,La Tour d'Or,675,20,585,303,606,158
61,new_york,Souen,85,132,49,295,291,641
62,new_york,Hasaki,434,141,660,203,575,645
63,new_york,Zona Rosa,323,54,578,25,109,197
64,new_york,The Townhouse,649,653,501,174,458,667
65,new_york,Caffe Carciofo,433,457,151,618,40,548
66,new_york,AN AMERICAN PLACE,90,199,116,187,620,405
67,new_york,Il Gabbiano,418,663,636,383,142,283
68,new_york,Mambo Grill,653,34,441,163,30,608
69,new_york,Memphis,644,16,671,635,407,125
70,new_york,Boonthai,578,528,403,276,112,266
71,new_york,Bistro Cafe,675,585,634,136,629,628
72,new_york,Vince and Eddie's,4,571,342,33,296,516
73,new_york,Poiret,422,125,152,621,574,379
74,new_york,Caffe Cielo,349,125,107,618,461,108
75,new_york,Keens Chop House,107,652,458,31,131,461
76,new_york,City Cafe,139,339,624,204,286,4
77,new_york,El Parador Cafe,265,329,624,504,350,646
78,new_york,Wong Kee,129,358,435,521,89,235
79,new_york,TSE YANG,620,199,246,428,661,427
80,new_york,La Frontera,653,613,163,62,379,4
81,new_york,Cafe Andrusha,652,310,149,565,288,336
82,new_york,Frutti di Mare,84,550,439,265,170,171
83,new_york,Il Menestrello,337,661,620,199,356,485
84,new_york,CHANTERELLE,307,426,640,370,27,105
85,new_york,Westside Cafe,668,118,9,425,42,417
86,new_york,Balbek,409,184,536,373,328,639
87,new_york,Appetito,329,233,306,439,646,440
88,new_york,Kan Pai,71,231,122,314,346,581
89,new_york,Denino's Tavern,398,427,237,498,129,221
90,new_york,Moonrock,639,20,409,217,629,532
91,new_york,Tony Roma's,219,133,75,252,497,396
92,new_york,Ponte's,42,565,149,555,431,339
93,new_york,The Plaza Oyster Bar,461,349,107,653,125,298
94,new_york,Il Tinello,428,337,383,620,186,199
95,new_york,I Tre Merli,60,164,644,379,56,586
96,new_york,Mission Grill,149,500,624,265,613,212
97,new_york,Mary's Restaurant,552,618,34,137,565,11
98,new_york,Back Porch,452,578,323,252,528,479
99,new_york,L'Acajou,339,414,4,644,149,646
100,new_york,Cafe St. John,379,574,62,121,43,160
101,new_york,Frank's Restaurant,458,86,134,653,565,644
102,new_york,Le Refuge,661,437,655,379,422,144
103,new_york,Veselka,114,318,319,380,559,59
104,new_york,Old Homestead,91,78,652,336,310,308
105,new_york,HUDSON RIVER CLUB,620,418,640,199,428,226
106,new_york,Il Cortile,556,603,1,586,23,636
107,new_york,Aria,667,649,565,349,302,87
108,new_york,Asia,87,161,121,146,601,649
109,new_york,Arqua,428,146,196,516,595,597
110,new_york,Cafe Baci,618,329,642,170,384,289
111,new_york,Piccola Venezia,636,223,418,576,663,147
112,new_york,Bella Mama,306,240,266,314,472,439
113,new_york,Sunny East,443,255,31,337,330,626
114,new_york,Cafe des Sports,646,91,308,112,644,423
115,new_york,Scoop,266,440,587,103,433,134
116,new_york,Il Cantinori,603,172,299,615,230,612
117,new_york,Stingy Lulu's,409,585,20,629,340,532
118,new_york,The Oak Room and Bar,446,298,168,485,627,277
119,new_york,44,644,620,242,659,501,56
120,new_york,Bright Food Shop,92,221,291,523,668,498
121,new_york,New Prospect Cafe (Bklyn.),149,436,171,266,231,587
122,new_york,The Small Cafe,107,461,50,128,298,525
123,new_york,Sido Abu Salim,520,559,261,0,269,166
124,new_york,Sichuan Palace,571,33,461,125,649,653
125,new_york,Aperitivo,240,170,306,314,472,642
126,new_york,Amici Miei,56,259,302,29,595,466
127,new_york,Felidia,90,199,663,307,223,503
128,new_york,Cafe Nicholson,620,116,246,168,199,138
129,new_york,Gonzalez y Gonzalez,323,531,135,25,438,219
130,new_york,TAVERN ON THE GREEN,411,546,371,219,438,439
131,new_york,RIVER CAFE %10>),418,640,105,620,223,564
132,new_york,Cafe Espa$ol,254,112,231,149,581,587
133,new_york,LE CIRQUE,370,640,105,307,90,564
134,new_york,Peter Hilary's,578,528,314,590,85,323
135,new_york,Planet Hollywood,60,219,197,133,75,227
136,new_york,La Vieille Auberge,308,608,646,160,653,458
137,new_york,La Rivista,487,91,436,233,349,608
138,new_york,Genji,117,254,334,65,493,247
139,new_york,BTI,623,390,537,140,391,275
140,new_york,Fiori,56,197,259,29,72,234
141,new_york,The Black Sheep,649,31,644,174,653,332
142,new_york,Va Bene,125,349,458,155,402,40
143,new_york,Cafe Greco,11,126,163,241,13,281
144,new_york,Benvenuti Ristorante,349,125,604,458,320,416
145,new_york,Koo Koo's Bistro,497,252,219,109,573,75
146,new_york,Japonica,434,534,616,141,661,196
147,new_york,San Martin's,565,228,534,329,288,652
148,new_york,L'Incontro,349,458,125,618,649,433
149,new_york,Century Cafe,344,646,329,121,108,487
150,new_york,Alcala,259,458,56,649,137,653
151,new_york,La Colombe d'Or,226,437,661,597,255,87
152,new_york,Benito I,344,646,329,121,108,487
153,new_york,Yuka,128,346,71,231,480,177
154,new_york,Luxe,615,556,465,230,299,611
155,new_york,Fine & Schapiro,427,79,365,541,430,304
156,new_york,America,219,323,60,227,197,512
157,new_york,RUSSIAN TEA ROOM,644,565,361,501,246,620
158,new_york,CARMINE'S,149,534,565,306,78,642
159,new_york,Akbar,608,160,308,209,41,650
160,new_york,Brio,349,125,604,458,320,416
161,new_york,LE BERNARDIN,640,246,418,564,105,307
162,new_york,Kodnoi,110,323,157,528,135,208
163,new_york,101 Seafood,103,11,618,108,349,209
164,new_york,Kom Tang Soot Bul House,475,0,237,567,280,571
165,new_york,Nello,573,75,234,25,252,438
166,new_york,Le Comptoir,422,617,574,62,621,152
167,new_york,Nippon,661,428,645,10,369,616
168,new_york,New World Coffee,625,492,372,81,367,366
169,new_york,Les Sans Culottes,91,646,431,112,308,339
170,new_york,Cafe Nosidam,492,628,373,81,236,639
171,new_york,Thai House Cafe,534,149,333,228,616,292
172,new_york,Fourteen (fka Quatorze),675,154,526,124,515,136
173,new_york,Trattoria Pesce Pasta,492,628,373,81,236,639
174,new_york,Picholine,492,158,675,340,236,639
175,new_york,T-Rex,409,82,217,639,585,558
176,new_york,Paul & Jimmy's,487,91,436,233,349,608
177,new_york,Il Gattopardo,349,125,604,458,320,416
178,new_york,Moroccan Star,395,233,140,386,17,382
179,new_york,Caffe BiondoX,314,450,587,302,621,171
180,new_york,Miss Ellie's Homesick Bar & Grill,332,232,450,608,457,133
181,new_york,Trattoria dell'Arte,565,1,603,615,620,134
182,new_york,Buckaroo's,219,421,60,291,85,49
183,new_york,OYSTER BAR,250,369,78,603,652,427
184,new_york,Pasta Vicci,641,12,531,200,295,304
185,new_york,Banana Cafe,379,60,409,653,441,644
186,new_york,Opus II,639,526,279,267,373,100
187,new_york,Vix Cafe,409,253,184,536,82,328
188,new_york,Nirvana,585,639,158,409,285,271
189,new_york,Pietro & Vanessa,329,314,233,450,474,472
190,new_york,Wollensky's Grill,164,86,612,524,153,52
191,new_york,Ci Vediamo,373,629,585,389,236,409
192,new_york,Chez Ma Tante,422,379,293,152,621,16
193,new_york,Red Lion,219,531,396,291,109,252
194,new_york,Lupe's East L.A. Kitchen,483,216,523,106,380,398
195,new_york,Sarabeth's,78,496,616,44,652,43
196,new_york,Pinocchio,441,134,30,125,552,137
197,new_york,PERIYALI,116,357,659,223,627,172
198,new_york,Pamir,534,126,379,281,156,228
199,new_york,Angelica Kitchen,118,607,481,391,498,438
200,new_york,WINDOWS ON THE WORLD,606,279,347,360,561,100
201,new_york,Jean Claude,493,102,214,221,442,118
202,new_york,DAWAT,556,602,626,661,616,524
203,new_york,Ferrara,373,675,39,257,136,639
204,new_york,Tibetan Kitchen,427,567,483,12,216,237
205,new_york,Sevilla,565,247,334,607,117,493
206,new_york,Puket,344,276,329,15,646,22
207,new_york,Ratner's,427,430,319,156,166,541
208,new_york,Woo Chon,147,37,533,420,88,188
209,new_york,Old Bermuda Inn,556,501,659,225,611,357
210,new_york,Gingertoon,91,608,436,562,276,581
211,new_york,Josephina,543,107,24,146,61,43
212,new_york,Tre Scalini,337,309,245,186,364,597
213,new_york,Sharkey's,344,376,378,489,7,49
214,new_york,The Pie,553,84,410,350,581,314
215,new_york,Sammy's Roumanian,319,0,398,579,567,559
216,new_york,MONTRACHET,90,199,226,370,105,640
217,new_york,John's of 12th Street,306,240,266,314,472,439
218,new_york,Silver Palace,668,579,118,9,42,417
219,new_york,Soleil,602,144,465,86,524,375
220,new_york,Bistro 790,91,590,444,646,556,363
221,new_york,Cabana Carioca,0,582,269,48,261,259
222,new_york,Amir's Falafel,559,520,106,398,261,380
223,new_york,El Pollo,216,166,369,541,398,380
224,new_york,La Strada,222,487,565,134,1,591
225,new_york,La Strada,591,134,565,222,329,518
226,new_york,Raymond's Cafe,646,83,43,344,62,555
227,new_york,Aggie's,318,541,179,106,562,166
228,new_york,H.S.F.,334,102,562,68,498,579
229,new_york,Cedars of Lebanon,371,441,254,619,398,519
230,new_york,Zephyr Grill,107,461,50,128,298,525
231,new_york,El Quijote,591,65,134,624,254,30
232,new_york,Benihana of Tokyo,373,454,360,639,271,409
233,new_york,Zula,134,642,471,474,395,631
234,new_york,Coco Lezzone,492,628,373,81,236,639
235,new_york,Alison on Dominick Street,199,620,503,627,226,485
236,new_york,Jekyll & Hyde,219,60,396,291,531,109
237,new_york,Our Place,286,382,593,339,173,646
238,new_york,Etats-Unis,647,409,373,585,271,158
239,new_york,Vong and Kwong,0,435,12,202,475,319
240,new_york,Mr. Chow,172,443,662,76,255,230
241,new_york,Mulholland Drive Cafe,25,132,75,252,54,28
242,new_york,Broadway Diner,219,396,75,133,291,252
243,new_york,El Teddy's,60,624,379,601,137,523
244,new_york,Cafe Pierre,485,620,283,199,659,142
245,new_york,R.H. Tugs,441,635,371,254,527,408
246,new_york,Palio,199,620,463,383,307,246
247,new_york,Sarashina,373,270,639,372,81,367
248,new_york,Casa La Femme,60,207,304,523,396,445
249,new_york,Rio Mar,259,0,237,582,435,216
250,new_york,Shark Bar,565,379,409,163,62,254
251,new_york,Conservatory Cafe,497,396,376,438,489,430
252,new_york,Il Nostro,259,48,479,266,84,221
253,new_york,Antico Caffee,221,498,18,565,487,95
254,new_york,Odessa,158,572,675,490,124,515
255,new_york,Carino,306,240,266,314,472,439
256,new_york,Jack's Place,91,208,378,132,581,489
257,new_york,J. Sung Dynasty,653,125,169,441,461,86
258,new_york,HATSUHANA,616,496,86,153,645,661
259,new_york,Paper Moon Milano,125,349,534,342,296,4
260,new_york,Empire Diner,219,133,75,60,396,497
261,new_york,Le Bouchon,492,81,366,585,637,180
262,new_york,One Fifth Avenue,337,375,144,645,70,349
263,new_york,Pedro Paramo,149,565,336,288,310,652
264,new_york,Santa Fe,630,107,301,458,653,613
265,new_york,Zachary's,65,334,607,222,493,291
266,new_york,Casa Di Pre,578,72,528,472,84,306
267,new_york,Nick & Eddie,43,514,107,31,125,649
268,new_york,Silverado,602,192,507,626,86,153
269,new_york,National,219,323,109,409,334,60
270,new_york,Le Madeleine,422,621,379,152,62,21
271,new_york,Cooper's Coffee Bar,156,438,541,259,369,216
272,new_york,Wally's and Joseph's,42,565,149,555,431,339
273,new_york,Ying,608,619,91,439,254,408
274,new_york,Day-O,396,497,291,252,109,573
275,new_york,Museum Cafe,396,497,219,252,75,60
276,new_york,SONIA ROSE,620,199,116,627,485,283
277,new_york,Mitsukoshi,645,434,597,345,538,141
278,new_york,Cafe Luxembourg,422,566,3,667,206,61
279,new_york,The Sea Grill,116,620,223,603,246,199
280,new_york,Dojo,639,340,82,558,532,629
281,new_york,Papaya King,334,134,523,117,398,565
282,new_york,Tang Tang,579,427,483,216,176,106
283,new_york,Zucchini,219,438,85,110,508,512
284,new_york,Snaps,556,611,603,283,465,218
285,new_york,Les Pyrenees,422,125,152,621,574,379
286,new_york,Cafe Melville,675,490,124,526,515,136
287,new_york,San Giusto,108,451,103,320,327,332
288,new_york,Odeon,137,518,133,422,552,393
289,new_york,Boogies Diner,396,132,75,219,25,363
290,new_york,La Jumelle,60,274,379,34,523,219
291,new_york,Le Steak,145,468,622,479,214,562
292,new_york,Swiss Inn,646,91,344,436,222,423
293,new_york,Le Pactole,669,242,501,43,627,652
294,new_york,Japanese on Hudson,71,231,167,619,384,346
295,new_york,PRIMAVERA,576,636,172,603,640,116
296,new_york,King Crab,444,391,145,599,65,646
297,new_york,Marion's ContinentalRestaurant & Lounge,43,560,278,46,227,505
298,new_york,Tai Hong Lau,129,212,48,287,643,390
299,new_york,Tirami Su,48,562,498,479,233,329
300,new_york,Cafe Europa,639,629,585,20,217,558
301,new_york,AQUAVIT,199,661,90,226,307,576
302,new_york,Lucky Strike,219,396,497,252,512,109
303,new_york,Acadia Parish,395,308,542,4,222,487
304,new_york,Au Cafe,48,479,410,259,145,314
305,new_york,Two Eleven,137,518,133,422,552,393
306,new_york,Mimi's,219,207,323,371,445,462
307,new_york,Elephant & Castle,20,285,497,637,217,340
308,new_york,Busby's,512,505,106,110,219,247
309,new_york,Dish of Salt,653,125,608,379,86,163
310,new_york,Mo' Better Restaurant,409,536,184,639,360,454
311,new_york,Firenze,349,125,604,458,320,416
312,new_york,La Caridad,493,275,404,398,380,95
313,new_york,Claire,149,534,4,653,336,349
314,new_york,Rascals,219,396,109,60,85,291
315,new_york,Shanghai 1933,199,116,255,597,246,31
316,new_york,Cafe Riazor,222,254,91,591,393,80
317,new_york,Le Beaujolais,536,340,585,675,374,557
318,new_york,Rosie O'Grady's,303,279,639,100,526,470
319,new_york,Mediterraneo,48,562,498,479,233,329
320,new_york,Tropica,476,428,196,660,203,4
321,new_york,9,490,180,372,267,236,373
322,new_york,Erminia,244,620,116,199,636,223
323,new_york,Chaz & Wilson's Grill,219,60,54,388,438,109
324,new_york,Acme Bar & Grill,396,671,219,291,75,60
325,new_york,Nawab,422,375,103,601,108,121
326,new_york,PETROSSIAN,659,283,357,90,620,127
327,new_york,Benito II,608,308,58,601,233,121
328,new_york,Angelo's of Mulberry St.,605,84,472,91,306,642
329,new_york,Cafe 400,85,295,49,396,132,641
330,new_york,La Ripaille,422,152,621,52,379,148
331,new_york,Roebling's,674,49,110,132,376,378
332,new_york,Chikubu,71,122,382,231,471,104
333,new_york,Tommaso's,308,233,608,186,418,91
334,new_york,Letizia,441,125,254,371,653,439
335,new_york,Sette Mezzo,603,595,229,178,98,403
336,new_york,Mario's,565,642,534,134,605,149
337,new_york,Regional Thai Taste,479,51,473,623,48,275
338,new_york,Becco,667,308,565,608,349,233
339,new_york,Tutta Pasta,498,221,642,102,134,219
340,new_york,Joey's Paesano,479,259,48,170,95,384
341,new_york,SoHo Kitchen and Bar,259,146,56,332,608,413
342,new_york,Taliesin,659,23,172,556,544,485
343,new_york,Chelsea Clinton Cafe,323,259,500,497,234,92
344,new_york,Havana (fka Victor's Cafe),549,675,267,74,73,256
345,new_york,Boxers,585,20,409,629,82,532
346,new_york,Arlecchino,379,450,121,134,133,565
347,new_york,Great Shanghai,176,427,579,519,237,483
348,new_york,Chiam,405,90,576,223,659,418
349,new_york,Big Wong,404,89,129,529,36,235
350,new_york,Les Halles,350,533,591,432,631,233
351,new_york,Ticino,125,653,349,163,408,635
352,new_york,Urban Grill,216,541,427,166,131,228
353,new_york,The View,501,439,418,667,620,125
354,new_york,Sistina,337,597,484,364,245,406
355,new_york,Urbino,233,125,642,171,170,329
356,new_york,Stage Deli,541,216,333,166,427,369
357,new_york,Sushiden,626,31,524,86,645,153
358,new_york,Patriccio's,349,125,604,458,320,416
359,new_york,Le Quercy,644,431,339,422,254,646
360,new_york,Campagnola,441,125,254,371,393,408
361,new_york,Girasole,262,457,621,148,302,450
362,new_york,The Yankee Clipper,349,31,107,653,70,514
363,new_york,Temple Bar,219,133,252,585,7,289
364,new_york,La Fondue,531,641,528,48,452,578
365,new_york,Raphael,659,123,357,283,199,127
366,new_york,E.A.T,652,78,369,541,438,497
367,new_york,Le Relais,621,379,422,293,527,152
368,new_york,Island,475,259,349,274,653,461
369,new_york,El Pote Espa$ol,303,625,111,477,454,82
370,new_york,Vinsanto,11,618,103,108,209,601
371,new_york,Tatou,501,653,163,620,26,198
372,new_york,PETER LUGERSTEAK HOUSE,565,10,524,652,17,78
373,new_york,Lexington Avenue Grill,512,54,674,599,234,363
374,new_york,Cesarina,534,125,369,288,565,349
375,new_york,LE REGENCE,426,418,27,640,447,659
376,new_york,Lorango,25,135,92,109,323,291
377,new_york,Isola,259,46,329,390,102,479
378,new_york,Fiorello's Roman Cafe,457,148,262,422,586,349
379,new_york,Lai Lai West,668,118,9,425,42,417
380,new_york,Sofia's,439,329,62,163,619,254
381,new_york,Kiev,319,0,520,261,269,280
382,new_york,Tang Pavilion,255,597,443,337,375,241
383,new_york,The Sumptuary,621,422,293,148,262,586
384,new_york,Taci International,675,490,124,526,515,136
385,new_york,Jules,379,60,62,371,644,409
386,new_york,SPARKS STEAK HOUSE,524,153,595,309,626,178
387,new_york,Rosa Mexicano,369,616,192,645,86,255
388,new_york,Broadway Grill,512,54,674,599,234,363
389,new_york,Westside Cottage,263,427,210,579,42,547
390,new_york,Symposium,82,253,324,328,490,217
391,new_york,Wylie's Ribs,166,541,216,131,430,427
392,new_york,Hourglass Tavern,585,20,111,366,367,372
393,new_york,Mappamondo,565,134,518,228,222,233
394,new_york,Pietro's,84,17,436,439,440,339
395,new_york,Chez Brigitte,333,423,91,648,530,491
396,new_york,Hard Rock Cafe,227,133,197,60,219,323
397,new_york,Can,653,669,566,107,458,649
398,new_york,Wing Wong,529,19,598,255,292,648
399,new_york,Harlequin,649,461,31,349,103,121
400,new_york,Ye Olde Waverly Inn,281,379,126,121,62,161
401,new_york,Shin's,158,285,360,492,347,409
402,new_york,Pescatore,492,628,373,81,236,639
403,new_york,Nino's,653,125,86,337,241,597
404,new_york,Thai Taste,452,132,671,438,430,378
405,new_york,Book-Friends Cafe,219,411,546,133,620,26
406,new_york,Le Bar Bat,60,219,323,409,644,620
407,new_york,Courtyard Cafe,450,457,621,349,21,302
408,new_york,Swing Street Cafe,344,646,329,121,108,487
409,new_york,Capsouto Freres,620,661,199,223,466,246
410,new_york,Whole Wheat 'n Wild Berrys,284,134,642,17,288,593
411,new_york,Bell Caffe,217,409,82,536,585,477
412,new_york,Donald Sacks,149,452,132,438,430,671
413,new_york,Santerello,349,125,604,458,320,416
414,new_york,Felix,274,56,60,523,46,621
415,new_york,Argentine Pavilion,490,492,532,526,124,515
416,new_york,NoHo Star,48,369,527,219,521,221
417,new_york,Capriccio,349,125,604,458,320,416
418,new_york,Food Bar,303,111,490,180,372,409
