,Name,Ingredients,Instructions,Image
268,Brandy Manhattan,"['2 ounces (4 tablespoons) brandy or Cognac', '1 ounce (2 tablespoons) sweet red vermouth', '3 dashes Angostura bitters', 'Garnish: Luxardo cherry and lemon peel']","['1. Combine the brandy, vermouth and bitters in a cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds.', '2. Strain into a coupe or cocktail glass. Garnish with a cherry and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Brandy-Manhattan-001.jpg
269,Spicy Bloody Mary,"['1 medium jalapeño pepper', '2 cups tomato juice, chilled', '¼ cup fresh lemon juice', '2 teaspoons Worcestershire sauce (vegan as desired)', '2 teaspoons prepared horseradish', '1 teaspoon Tabasco hot sauce', '½ teaspoon celery salt', '⅛ teaspoon black pepper', '1 cup (8 ounces) vodka, chilled', 'Ice, for serving (try\xa0clear ice!)', 'For the rim: Old Bay seasoning (purchased\xa0or\xa0homemade) and\xa0kosher salt', 'For the garnish: jalapeno slice, lemon wedge, olives (use cocktail picks\xa0if desired)']","['1. Slice the jalapeño pepper into thin slices. If you prefer a more subtle heat, remove the seeds. (Wash your hands well afterward.)', '2. If time allows, chill the tomato juice and vodka. Shake the tomato juice before pouring.', '3. In a large cocktail shaker, combine the jalapeno slices, tomato juice, lemon juice, Worcestershire sauce, horseradish, Tabasco, celery salt and black pepper. Shake well to combine (without ice). Strain into a quart mason jar or small pitcher.', '4. Optional: If time, chill at least 1 hour or overnight for the best flavor. (Or, make ahead and store up to 1 week.) But you also can serve right away!', '5. To serve, on a plate place a mixture of roughly half\xa0kosher salt\xa0and half Old Bay seasoning (or celery salt). Cut a notch in a lemon wedge, then run it around the rim of a glass. Dip the edge of the rim into a plate of salt.', '6. To each glass, add 2 ounces (¼ cup) of vodka and ½ cup of Bloody Mary mix and stir gently to combine. Fill the glass with ice and add the garnishes.']",https://www.acouplecooks.com/wp-content/uploads/2020/06/Spicy-Bloody-Mary-003.jpg
270,Death in the Afternoon Cocktail,"['1 ounce (2 tablespoons) absinthe', '1 teaspoon simple syrup', '4 ounces (½ cup) Champagne or Prosecco']",['1. Pour the absinthe and simple syrup into a cocktail glass. Top it off with the sparkling wine.'],https://www.acouplecooks.com/wp-content/uploads/2020/12/Death-in-the-afternoon-008.jpg
271,Bloody Maria,"['2 cups tomato juice, chilled', '¼ cup fresh lemon juice', '2 teaspoons Worcestershire sauce (vegan as desired)', '2 teaspoons prepared horseradish', '½ teaspoon Mexican hot sauce (like Cholula)', '½ teaspoon celery salt', '⅛ teaspoon black pepper', '1 cup (8 ounces) tequila, chilled', 'Ice, for serving (try clear ice!)', 'For the rim: Old Bay seasoning (purchased or homemade) or chili powder, kosher salt', 'For the garnish: celery stalk, lime wedge, pickled pepper or jalapeno, cocktail onion (use cocktail picks if desired)']","['1. If time allows, chill the tomato juice and tequila. Shake the tomato juice before pouring.', '2. In a large cocktail shaker, combine the tomato juice, lemon juice, Worcestershire sauce, horseradish, hot sauce, celery salt and black pepper. Shake well to combine (without ice). Strain into a quart mason jar or small pitcher.', '3. Optional: If time, chill at least 1 hour or overnight for the best flavor. (Or, make ahead and store up to 1 week.) But you also can serve right away!', '4. To serve, on a plate place a mixture of roughly half kosher salt and half Old Bay seasoning (or chili powder). Cut a notch in a lime wedge, then run it around the rim of a glass. Dip the edge of the rim into a plate of salt.', '5. To each glass, add 2 ounces (¼ cup) of tequila and ½ cup of Bloody Maria mix and stir gently to combine. Fill the glass with ice and add the garnishes. Squeeze in the lime wedge before serving.']",https://www.acouplecooks.com/wp-content/uploads/2020/06/Bloody-Maria-008.jpg
272,Hpnotiq Drink (Hypnotic Breeze),"['2 ½ ounces* Hpnotiq', '1 ounces white rum', '½ ounce lime juice', '½ ounce simple syrup', '½ ounce pineapple juice', 'Cocktail cherry and lime slice, for the garnish']","['1. Place the Hpnotiq, rum, lime juice, and simple syrup into a cocktail shaker. Add a few handfuls ice and shake until cold.', '2. Strain the drink into an ice-filled hurricane glass. Immediately before serving, pour the pineapple juice into the center of the drink, which makes a tie-dye effect (this will disappear as you sip the drink). Garnish with a cocktail cherry and lime slice, if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/07/Hpnotiq-Drink-001.jpg
273,Best Mimosa (with Prosecco),"['2 ounces (¼ cup) fresh orange juice, chilled*', '4 ounces\xa0 (½ cup) Prosecco', '1 teaspoon Cointreau, optional', 'Orange wedge for garnish']",['1. Tilt the champagne flute and pour in the Prosecco (it will fill about 2/3 of the glass). Top off with orange juice and then add the splash of Cointreau if desired.'],https://www.acouplecooks.com/wp-content/uploads/2020/04/Mimosa-002.jpg
274,Blueberry Mojito,"['6 mint leaves, plus additional for garnish', '¼ cup blueberries', '2 ounces* white rum', '1 ounce lime juice', '1 ounce simple syrup', '2 to 4 ounces soda water', 'Ice, for serving (try\xa0clear ice!)']","['1. In a cocktail shaker, muddle the mint leaves. Add the blueberries and muddle again until fully smashed. Add the rum, lime juice and simple syrup and fill the cocktail shaker with ice. Shake until cold.', '2. Place ice into a glass, and strain in the liquid. Top off the glass with soda water. Garnish with additional mint leaves, lime wedges, and blueberries.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Blueberry-Mojito-003.jpg
275,Top 10 Dark Rum Cocktails,"['1 ½ ounces* aged rum', '½ ounce Cointreau or Grand Marnier', '¾ ounce lime juice', '1 ounce orgeat syrup', '½ ounce dark rum', 'For the garnish: Fresh mint, cocktail cherry, pineapple slice, lime wedge']","['1. Place the aged rum, orange liqueur, lime juice, and orgeat syrup in a cocktail shaker. Add ice and shake until cold.', '2. Strain the drink into an ice-filled glass. Top with the dark rum. Garnish with fresh mint, a lime wedge, cocktail cherry and pineapple slice.']",https://www.acouplecooks.com/wp-content/uploads/2020/08/Rum-001.jpg
276,Mexican Mule,"['2 ounces (¼ cup) tequila', '½ ounce (1 tablespoon) fresh lime juice', '4 ounces (½ cup) ginger beer', 'For the garnish: lime slice']","['1. In a copper mug or glass, pour in the tequila, lime juice, and ginger beer.', '2. Add ice and garnish with a lime slice. Serve immediately.']",https://www.acouplecooks.com/wp-content/uploads/2020/05/Mexican-Mule-051.jpg
277,Whiskey Lemonade,"['4 to 6 ounces (1/2 to 3/4 cup) homemade lemonade or purchased lemonade', '2 ounces (¼ cup) whiskey', 'Ice, for serving', 'Cocktail cherry, for garnish']","['1. For a glass: In a glass, pour in the lemonade and whiskey. Add ice and garnish with a cocktail cherry if desired.', '2. For a pitcher: Add 6 cups lemonade and 2 cups whiskey to a pitcher. Add ice and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/07/Whiskey-Lemonade-007.jpg
278,Cuba Libre,"['2 ounces (¼ cup) aged rum', '3 ounces (6 tablespoons) cola', '2 lime wedges', 'Ice, for serving (try clear ice!)']","['1. Add the lime wedges to a highball glass and gently muddle them with a cocktail muddler or wooden spoon to release their juices.', '2. Add the rum and ice and stir to combine. Top with the cola.']",https://www.acouplecooks.com/wp-content/uploads/2020/11/Cuba-Libre-013.jpg
279,French 76,"['1 ½ ounces* vodka', '¾ ounce lemon juice', '½ ounce simple syrup', '3 ounces champagne or Prosecco (about 1/2 glass)**', 'Cocktail cherry, optional']","['1. Place the gin, lemon juice, and syrup in a cocktail shaker with ice. Shake 15 seconds until cold. Strain the liquid into a champagne flute. (You can also pour these ingredients right into the flute, but the classic method is to use a cocktail shaker. If desired, shake up to 4 drinks at one time.)', '2. Place a cherry in the bottom of the glass. Top off the glass with champagne and serve.', '3. Party variation for 8 servings: In a pitcher, stir together 1 ½ cups vodka, ¾ cup lemon juice, and ½ cup simple syrup and refrigerate until serving (or stir with 1 handful of ice, then discard the ice). When serving, add 3 ounces (6 tablespoons) of the vodka mixture to each glass with 3 ounces champagne.']",https://www.acouplecooks.com/wp-content/uploads/2021/12/French-76-001.jpg
280,Aqua Velva Drink,"['1 ounce vodka', '1 ounce gin', '¾ ounce blue curacao', '1 ounce simple syrup', '1 ounce fresh lemon juice', '2 ounces soda water*', 'Ice, for serving (try clear ice!)', 'For the garnish: lemon wedge, cocktail cherry (optional)']","['1. Pour all ingredients into a glass, adding the soda water last (or sparkling lemonade). Garnish and serve.\xa0', '2. Pitcher variation: Add 1 cup vodka, 1 cup gin, ¾ cup blue curacao to a pitcher. Top off with 4 cups sparkling lemonade (or 1 cup simple syrup, 1 cup fresh lemon juice and 2 cups soda water). Serve over ice.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/05/Aqua-Velva-Drink-006.jpg
281,Pink Squirrel,"['1 ounce (2 tablespoons) creme de noyaux', '1 ounce white creme de cacao', '1 ounce heavy cream', 'For the garnish: grated nutmeg, coktail cherry (optional)']","['1. Place the creme de noyaux, white creme de cacao, and heavy cream in a cocktail shaker. Add 1 handful of ice and shake vigorously until cold.', '2. Frozen variation: Substitute 2 scoops vanilla ice cream for the heavy cream and blend until smooth.', '3. \xa0', '4. Strain into cocktail glass. Garnish with grated nutmeg and cocktail cherry.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Pink-Squirrel-004.jpg
282,Greyhound Cocktail,"['1 ½ ounces (3 tablespoons) gin (or vodka for a Vodka Greyhound)', '3 ounces (6 tablespoons) fresh squeezed grapefruit juice', '1 teaspoon simple syrup or maple syrup, optional', 'For the garnish: Grapefruit wedge and rosemary (optional)']","['1. Fill a glass with ice.', '2. Place the gin, grapefruit juice, and syrup in a cocktail shaker with 4 ice cubes and shake until cold.', '3. Strain it into the glass. Garnish with a grapefruit wedge and rosemary branch (if desired).']",https://www.acouplecooks.com/wp-content/uploads/2020/01/Greyhound-Cocktail-004.jpg
283,Simple Lemon Margarita,"['3 tablespoons (1 ½ ounces) tequila', '2 tablespoons (1 ounce) Cointreau', '1 ½ tablespoons (¾ ounce) fresh lemon juice', 'Kosher salt or flaky sea salt, for the rim', 'For the garnish: lemon wedge']","['1. Cut a notch in a lemon wedge, then run the lemon around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use our Margarita Salt).', '2. Place all ingredients in a cocktail shaker with 4 ice cubes and shake until cold.', '3. Strain the margarita into the glass with the salted rim. Fill the glass with ice and serve.']",https://www.acouplecooks.com/wp-content/uploads/2019/12/Lemon-Margarita-002.jpg
284,Whiskey Tonic,"['2 ounces whiskey', '4 ounces tonic water', 'Lemon wedge', 'Ice, for serving (try clear ice!)']","['1. Fill a glass with ice. Pour in the whiskey and tonic water and stir gently.', '2. Squeeze in the lemon wedge and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/04/Whiskey-Tonic-003.jpg
285,St Germain Spritz,"['2 ounces (4 tablespoons) St Germain', '3 ounces (6 tablespoons) sparkling wine, such as Prosecco or champagne, chilled', '1 ounce (2 tablespoons) soda water', 'Ice (try clear ice!)', 'For the garnish: lemon wedge, fresh thyme, lavender or rosemary, and a straw if you’d like']","['1. Add the St Germain to a glass filled with ice and stir. Top with the sparkling wine and soda water.', '2. Squeeze in the lemon wedge and stir gently. Serve with fresh herbs, and if you’d like, a straw to minimize dilution!']",https://www.acouplecooks.com/wp-content/uploads/2020/05/St-Germain-Spritz-002.jpg
286,Golden Dream,"['1 ounce* Galliano liqueur (Galliano L’Autentico)', '1 ounce Cointreau', '1 ounce fresh orange juice', '½ ounce heavy cream', 'For the garnish: orange wheel']","['1. Place the Galliano, Cointreau, orange juice and cream in a cocktail shaker. Add 2 handfuls ice and shake until cold.', '2. Strain into a cocktail or martini glass. Garnish with an orange wheel if desired.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/02/Golden-Dream-008.jpg
287,Limoncello Mojito,"['3 mint leaves, plus more for garnish', '1 ounce (2 tablespoons) lime juice', '½ ounce (1 tablespoon) simple syrup', '1 ounces (2 tablespoons) limoncello', '1 ounces (2 tablespoons) white rum', '4 ounces (½ cup) soda water', 'Ice, for serving (try clear ice!)']","['1. In a cocktail shaker, muddle the mint leaves with the lime juice and syrup. (Here’s how to muddle mint.)', '2. Add the limoncello and rum and fill the cocktail shaker with ice. Shake until cold.', '3. Fill a hurricane or highball glass with ice, then strain in the liquid. Top off the glass with soda water. Garnish with additional mint leaves.']",https://www.acouplecooks.com/wp-content/uploads/2020/09/Limoncello-Cocktail-003.jpg
288,Thanksgiving Pomegranate Punch,"['48 ounces POM Wonderful 100% Pomegranate Juice (6 cups)', '2 large lemons, squeezed into juice (½ cup)', '4 to 5 large navel oranges, squeezed into juice (2 cups)', '24 ounces soda water (3 cups)', '2 tablespoons pure maple syrup', '16 ounces bourbon, brandy or white rum, optional (2 cups)*', 'For the garnish: POM Wonderful Pomegranate Arils (seeds), mint, star anise, orange and lemon slices']","['1. Place all ingredients together in a serving bowl, adding the soda water last.', '2. Top with garnishes and serve. (As a note, pomegranate arils sink to the bottom of a punch bowl. To keep them on top before serving, gently balance them on top of citrus wedges. They’ll settle to the bottom during serving.)']",https://www.acouplecooks.com/wp-content/uploads/2021/11/Thanksgiving-Punch-013.jpg
289,Rum and Ginger Ale,"['2 ounces (¼ cup) white rum (traditional), dark rum, or aged rum (for best flavor)', '4 ounces (½ cup) ginger ale', '1 lime wedge', 'Ice, for serving (try clear ice)']","['1. Add the rum and ice to a glass and stir to combine.', '2. Top with the ginger ale. Squeeze in the juice from the lime wedge and serve. Garnish with additional lime wedges or wheels.']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Rum-and-Ginger-Ale-003.jpg
290,Caesar Drink (Bloody Caesar!),"['2 cups clamato juice, chilled', '¼ cup fresh lemon juice', '2 teaspoons Worcestershire sauce (vegan as desired)', '½ teaspoon Tabasco hot sauce, or more to taste', '½ teaspoon celery salt', '⅛ teaspoon black pepper', '1 cup (8 ounces) vodka, chilled', 'Ice, for serving (try clear ice!)', 'For the rim: Old Bay seasoning (purchased or homemade) and kosher salt', 'For the garnish: celery stalk, lemon wedge, olive, cocktail onion (use cocktail picks if desired)']","['1. If time allows, chill the clamato juice and vodka. Shake the clamato juice before pouring.', '2. In a pitcher, combine the clamato juice, lemon juice, Worcestershire sauce, Tabasco, celery salt and black pepper. Stir. Serve immediately or refrigerate up to 1 day.\xa0', '3. To serve, on a plate place a mixture of roughly half kosher salt and half Old Bay seasoning (or celery salt). Cut a notch in a lemon wedge, then run it around the rim of a glass. Dip the edge of the rim into a plate of salt.', '4. To each glass, add 2 ounces (¼ cup) of vodka and ½ cup of bloody caesar mix and stir gently to combine. Fill the glass with ice and add the garnishes.']",https://www.acouplecooks.com/wp-content/uploads/2021/05/Bloody-Caesar-Cocktail-003.jpg
291,Pomegranate Gin Fizz,"['2 ounces* gin', '1 ½ ounces POM Wonderful 100% Pomegranate Juice', '½ ounces lemon juice', '¾ ounce simple syrup', '1 egg white**', '1 ounce soda water', 'For the garnish: rosemary sprig (optional)']","['1. Place the gin, POM juice, lemon juice, simple syrup and egg white in a cocktail shaker. Shake vigorously for 15 seconds.', '2. Fill the shaker with ice and shake for 30 seconds until cold.', '3. Strain the drink into a glass and top with the soda water; the egg white foam forms on top. If desired, garnish with a rosemary sprig. Serve immediately.']",https://www.acouplecooks.com/wp-content/uploads/2021/11/Pomegranate-Gin-Fizz-006.jpg
292,Toasted Almond Drink,"['1 ounce* vodka', '1 ounce amaretto', '½ ounce Kahlua (or other coffee liqueur like Tia Maria)', '1 ½ ounces heavy cream', 'Freshly grated nutmeg, optional']","['1. Add the vodka, amaretto,, Kahlua and cream to a cocktail shaker. Fill it with ice and shake it until cold.', '2. Strain the drink into a lowball glass. Garnish with freshly grated nutmeg if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/10/Toasted-Almond-Drink-056.jpg
293,Caipirinha Cocktail,"['1/2 lime, cut into wedges', '½ tablespoon cane sugar', '2 ounces cachaça']","['1. Add the lime wedges and sugar to a cocktail shaker and muddle (gently mash) to release the juices.', '2. Add the cachaça and fill the shaker with ice. Shake until cold.', '3. Strain the drink into an ice-filled lowball glass. Garnish with lime wedges.']",https://www.acouplecooks.com/wp-content/uploads/2020/07/Caipirinha-032.jpg
294,Apple Cider Bourbon Cocktail,"['2 ounces (4 tablespoons) bourbon', '1 ounce (2 tablespoons) apple cider', '1 ounce (2 tablespoons) sweet vermouth', '½ ounce (1 tablespoon) lemon juice', '1 dash orange bitters', 'For the garnish: Apple slices (optional), sprig of thyme']","['1. Combine the bourbon, cider, sweet vermouth and lemon juice in mixing glass and stir with ice. Strain it into cocktail glass.', '2. Add a dash of orange bitters and garnish with apple slices (if desired, spritz them with a little lemon juice to prevent browning).']",https://www.acouplecooks.com/wp-content/uploads/2020/08/Apple-Cider-Cocktail-004.jpg
295,Lemon Drop,"['1 ½ ounces vodka', '1 ounce fresh lemon juice', '½ ounce Cointreau or Triple Sec', '½ ounce simple syrup', 'Superfine sugar, for the rim (or substitute granulated)', 'For the garnish: lemon twist']","['1. Cut a notch in a lemon wedge, then run the lemon around the rim of a martini glass. Dip the edge of the rim into a plate of superfine sugar.', '2. Make the lemon twist.', '3. Place the vodka, Cointreau, lemon juice, and simple syrup in a cocktail shaker, fill it with ice, and shake until cold.', '4. Strain the drink into the glass with the sugared rim. Garnish with the lemon twist.']",https://www.acouplecooks.com/wp-content/uploads/2021/09/Lemon-Drop-001.jpg
296,Classic Screwdriver,"['2 ounces (¼ cup) vodka', '4 ounces (½ cup) orange juice', 'Ice, for serving (try clear ice)', 'For the garnish: orange slice, cocktail cherry (optional)']","['1. Add both ingredients to a highball glass. Add ice. If desired, garnish with an orange slice and cocktail cherry.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/02/Screwdriver-001.jpg
297,Gin & Basil Cocktail,"['4 fresh basil leaves, plus more for a garnish', '2 ounces (4 tablespoons) gin', '½ ounce (1 tablespoon) lemon juice', '½ ounce (1 tablespoon) lime juice', '½ ounce (1 tablespoon) simple syrup', 'For the garnish: basil leaf']","['1. Add the basil leaves to a cocktail shaker and gently muddle 4 to 5 times until the oil is released, but the basil is not broken.', '2. Add the remaining ingredients to the cocktail shaker. Fill it with ice and shake until cold.', '3. Strain the drink into a glass. Garnish with a fresh basil leaf.']",https://www.acouplecooks.com/wp-content/uploads/2020/07/Basil-Cocktail-001.jpg
298,Mind Eraser,"['1 ½ ounces* Kahlua (or coffee liqueur like Tia Maria or Sheridan’s)', '1 ½ ounces vodka', '1 ½ ounces soda water', 'Ice, for serving (try clear ice)']","['1. Fill a lowball glass with ice. Add the Kahlua. Carefully pour in the vodka over the back of a spoon so it layers on top.\xa0', '2. Carefully pour the soda water over the back of a spoon so it layers on top. Serve with straw and drink from the bottom up!']",https://www.acouplecooks.com/wp-content/uploads/2021/03/Mind-Eraser-003.jpg
299,Roy Rogers Drink,"['6 ounces* cola', '½ ounce grenadine', 'Squeeze of lemon, optional', 'Soda water, optional', 'Cocktail cherry, to garnish']","['1. Pour the cola and grenadine into an ice-filled highball glass, and stir with a cocktail spoon.', '2. For a more balanced drink, top it off with a squeeze of lemon and a splash of soda water. Garnish with a cocktail cherry and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/09/Roy-Rogers-Drink-007.jpg
300,Sloe Gin Cocktail,"['2 ounces (4 tablespoons) sloe gin', '1 ounce (2 tablespoons) St Germain', '1 ounce (2 tablespoons) lemon juice', '1 teaspoon simple syrup', '1 splash sparkling water, optional', 'For the garnish: lemon wedge, thyme sprigs']","['1. Combine the slow gin, St Germain, lemon juice, and simple syrup in a cocktail mixing glass (or any other type of glass). Fill the mixing glass with 1 handful ice and stir continuously for 30 seconds.', '2. Strain the drink into a cocktail glass. If desired, add a splash of soda water. Garnish with a lemon wedge.']",https://www.acouplecooks.com/wp-content/uploads/2020/07/Sloe-Gin-Cocktail-026.jpg
301,White Sangria,"['2 ripe peaches', '1 green apple', '2 tablespoons sugar', '1 bottle dry white wine, chilled', '⅓ cup brandy or Grand Marnier', '1 handful mint leaves', '1/2 lemon, sliced into rounds', 'Sparkling water, for serving (optional)']","['1. Chop the peaches and apple into bite-sized pieces and add them to the bottom of a large pitcher. Sprinkle them with sugar and stir. Let them stand for 20 minutes at room temperature.', '2. After 20 minutes, pour in the white wine and brandy. Add the fresh mint and thinly sliced lemon rounds. Stir and refrigerate for 1 to 4 hours. (Don’t go beyond 4 hours or the fruit texture starts to degrade.)', '3. Pour the white sangria into ice-filled glasses and top with a splash of sparkling water (if desired). Add fruit to each glass, preferably on long skewers for easy snacking.']",https://www.acouplecooks.com/wp-content/uploads/2020/06/White-Wine-Sangria-002.jpg
302,Cucumber Martini,"['2 slices cucumber, cut 1/8″ thick, plus more for garnish', '2 ounces (4 tablespoons) vodka', '½ ounce (1 tablespoon) dry white vermouth', '½ ounce (1 tablespoon) St Germain']","['1. Add the cucumber slices to a cocktail shaker and muddle them (gently mash) to release the juice. Add the vodka, vermouth and St Germain and fill the shaker with ice. Shake for 15 seconds until cold.', '2. Strain the drink into a martini glass. Garnish with cucumber slices.']",https://www.acouplecooks.com/wp-content/uploads/2020/04/Cucumber-Martini-003.jpg
303,Bitters and Soda,"['4 ounces soda water', '3 to 4 dashes bitters, to taste (Angostura, Peychaud’s, orange bitters, or other)', '1 lemon wedge', 'Ice, for serving (try clear ice!)']","['1. Pour the soda water in an ice-filled glass. Top with cocktail bitters, and add a squeeze of 1 lemon wedge. Serve immediately.']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Bitters-and-Soda-004.jpg
304,Southside Fizz,"['6 mint leaves', '2 ounces (4 tablespoons) gin', '½ ounce (1 tablespoon) lemon juice', '½ ounce (1 tablespoon) lime juice', '½ ounce (1 tablespoon) simple syrup or maple syrup', '2 ounces (4 tablespoons) soda water', 'For garnish: Lemon peel and 1 mint leaf']","['1. Add the mint leaves to a cocktail shaker and muddle them (see How to Muddle Mint).', '2. Add the gin, lemon juice, lime juice and syrup to cocktail shaker. Fill with ice and shake until cold.', '3. Strain into chilled highball glass. Top with soda water and garnish with an additional mint leaf (smack it between your hands to release the oils) and lemon peel.']",https://www.acouplecooks.com/wp-content/uploads/2020/03/Southside-Fizz-001.jpg
305,Peanut Butter and Jelly Drink,"['2 ounces* Skrewball peanut butter whiskey', '1 ounce unsweetened cranberry juice', '1 teaspoon Cointreau or Triple Sec (optional)']","['1. Place the Skrewball peanut butter whiskey, cranberry juice, and Cointreau in a cocktail mixing glass (or cocktail shaker). Add 2 handfuls of ice and stir until cold.', '2. Strain the drink into a cocktail glass. Garnish with a berry and peanut butter if desired (or a tiny P&J: you choose!).']",https://www.acouplecooks.com/wp-content/uploads/2021/06/Peanut-Butter-and-Jelly-Drink-051.jpg
306,Christmas Mimosa,"['1 ½ ounces* 100% pomegranate juice', '1 ½ ounces orange juice', '4 ounces* Prosecco, Champagne or other sparkling wine**', 'For the garnish: whole cranberries, rosemary sprig']","['1. Add the pomegranate juice and orange juice to a champagne flute.', '2. Tilt the champagne flute and pour in the champagne or Prosecco. Garnish with a rosemary branch and whole cranberries, if desired.']",https://www.acouplecooks.com/wp-content/uploads/2021/12/Christmas-Mimosa-002.jpg
307,Garibaldi Cocktail (Campari & Orange!),"['1 ½ ounces (3 tablespoons) Campari', '4 ounces (½ cup) fresh squeezed orange juice (or blood orange juice)', 'Garnish: orange wedge (optional)']","['1. Squeeze the orange juice. Use an immersion blender, hand frother or whisk to blend the orange juice until it is foamy.', '2. Add Campari to a highball filled with ice. Top with foamed orange juice and stir gently. Top with an orange wedge.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2020/10/Garibaldi-Cocktail-002.jpg
308,Raspberry Martini,"['2 ounces (¼ cup) vodka', '1 ounce (2 tablespoons) 100% cranberry juice (not sweetened**)', '½ ounce (1 tablespoon) fresh lemon juice', '¾ ounce (1 ½ tablespoons) raspberry syrup (homemade is best, or use purchased)', 'For the garnish: fresh raspberries']","['1. Place all ingredients in a cocktail shaker with ice. Shake 15 seconds until cold.', '2. Strain the drink into a cocktail or martini glass. Garnish with raspberries and serve.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2021/02/Raspberry-Martini-010.jpg
309,Christmas Margarita,"['1 ½ ounces (3 tablespoons) tequila blanco or reposado**', '1 ½ ounces (3 tablespoons) 100% cranberry juice (not sweetened)*', '1 ounce (2 tablespoons) Cointreau', '½ ounce (1 tablespoon) fresh lime juice', '½ ounce (1 tablespoon)\xa0simple syrup or maple syrup,* or more to taste', 'Kosher salt or flaky sea salt, for the rim (optional)', 'Ice, for serving (try clear ice)', 'For the garnish: cranberries, rosemary sprig']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use Margarita Salt).', '2. Place all ingredients in a cocktail shaker and fill it with ice. Shake until cold. Strain the margarita into the glass with the salted rim. Fill the glass with ice, garnish with cranberries and a rosemary sprig, and serve.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2020/11/Christmas-Margarita-004.jpg
310,Blueberry Margarita,"['¼ cup fresh blueberries, plus more for the garnish', '1 ½ ounces* tequila blanco or reposado', '1 ounce Cointreau (or Triple Sec)', '½ ounce lime juice', '½ ounce simple syrup', 'Kosher salt, for the rim (optional)', 'Ice, for serving (try clear ice)']","['1. Cut a notch in a lime wedge, then run the lime around the rim of a glass. Dip the edge of the rim into a plate of salt (or for a festive look, use Margarita Salt).', '2. Place the blueberries in the bottom of a cocktail shaker, and muddle them until fully mashed. Add the tequila, Cointreau, lime juice, and simple syrup to a cocktail shaker and fill it with ice. Shake until cold.', '3. Strain the margarita into the glass with the salted rim. Fill the glass with ice and garnish with a lime wedge and extra blueberries.', '4. Margarita pitcher variation: Mash 2 cups blueberries and strain them into a pitcher. Add 1 ½ cups tequila, 1 cup Triple Sec, ½ cup lime juice. and ½ ounce simple syrup. Add 3 handfuls of ice and stir until cold. Pour into glasses and serve!']",https://www.acouplecooks.com/wp-content/uploads/2021/08/Blueberry-Margarita-005.jpg
311,Blood Orange Gin & Tonic,"['2 ounces (¼ cup) gin', '2 ounces (¼ cup) blood orange juice', '4 ounces (½ cup) tonic water', 'Ice (try clear ice)', 'For the garnish: Mint sprig, blood orange slice']","['1. Add gin, blood orange juice, and ice and stir.\xa0', '2. Pour the tonic water onto a bar spoon into the glass (to increase the bubbles). Stir once. Add the garnishes\xa0and serve.']",https://www.acouplecooks.com/wp-content/uploads/2021/01/Blood-Orange-Cocktail-001.jpg
312,Easy Party Punch,"['64 ounces cranberry or pomegranate 100% juice blend, chilled', '32 ounces pineapple juice, chilled', '32 ounces ginger ale, chilled', '1 750 ml bottle aged rum (optional)*', 'For the garnish: Orange, lemon and lime slices, fresh mint leaves']","['1. Add the cranberry juice blend (or pomegranate juice), pineapple juice, and ginger ale to a punch bowl. Add the rum, if using. Garnish with orange, lime and lemon slices and fresh mint leaves.']",https://www.acouplecooks.com/wp-content/uploads/2021/10/Party-Punch-001.jpg
313,Margarita Pitcher Recipe,"['¼ cup fresh lemon juice (about 2 lemons)', '½ cup fresh lime juice (about 4 limes)*', '1 cup Cointreau', '1 ½ cups tequila blanco or reposado']","['1. Juice the limes and lemons. Mix them together with the Cointreau. Go to Step 2 or refrigerate until you’re ready to serve.', '2. Pour the lemon lime mixture into a pitcher with the tequila. Add 3 handfuls of ice and stir until cold. Pour into glasses and serve.\xa0']",https://www.acouplecooks.com/wp-content/uploads/2020/02/Pitcher-Margarita-013.jpg
314,Frozen Piña Colada,"['1 pound or 3 heaping cups frozen pineapple chunks', '¾ cup white rum', '1 cup full fat coconut milk', '2 tablespoons lime juice', '½ tablespoon maple syrup or simple syrup (optional)', 'For the garnish: Drink umbrellas, toasted coconut (optional)']","['1. Place all ingredients in a blender and blend until smooth. Taste and adjust the sweetness as desired.', '2. Pour into glasses and garnish with drink umbrellas (required!).']",https://www.acouplecooks.com/wp-content/uploads/2019/07/Pi%C3%B1a-Colada-013-800x1000.jpg
